Training/Test,X,Y,Y_pred
Training,-0.5153055794861955,1,1.0
Training,-0.7776331342920615,0,0.0
Training,-0.21198934424191287,0,0.0
Training,-0.021801867007659997,0,0.0
Training,-0.2710130440732325,0,0.0
Training,-0.32839719668701595,1,1.0
Training,-1.0809493695363441,1,1.0
Training,0.36677082354852897,0,0.0
Training,-0.5595733543596855,1,1.0
Training,0.6422147560946884,1,1.0
Training,-1.4121379074787497,1,1.0
Training,3.4015727232088913,1,1.0
Training,-0.24969893024525608,0,0.0
Training,-0.21526843867698636,1,1.0
Training,-0.39561863260601915,0,0.0
Training,-0.3415135744273092,0,0.0
Training,-0.6989348678503017,1,1.0
Training,-0.5202242211388054,1,1.0
Training,-0.18739613597886293,0,0.0
Training,-0.362827688255286,0,0.0
Training,-0.24969893024525608,1,1.0
Training,-0.2382220997224994,0,0.0
Training,-0.7317258122010348,1,1.0
Training,0.4930159592988518,0,0.0
Training,-0.12673288893000637,0,0.0
Training,-0.7071326039379849,0,0.0
Training,-0.36774632990789585,1,1.0
Training,-0.7202489816782782,1,1.0
Training,-0.22674526919974286,0,0.0
Training,-0.15296564441059304,1,1.0
Training,-0.3644672354728224,1,1.0
Training,0.24380478223327925,1,1.0
Training,0.8602745360270643,1,1.0
Training,-0.08082556683897982,1,1.0
Training,-0.4087350103463124,0,0.0
Training,-0.5923642987104186,1,1.0
Training,-0.09558149179680982,1,1.0
Training,-0.00540639483229343,1,1.0
Training,0.26347934884371915,0,0.0
Training,-0.18411704154378963,1,1.0
Training,-0.23166391085235274,0,0.0
Training,-0.17100066380349638,1,1.0
Training,-0.4366073130444358,1,1.0
Training,-0.7169698872432049,1,1.0
Training,0.5258069036495849,0,0.0
Training,1.6587340309674188,0,0.0
Training,2.009597135520265,1,1.0
Training,-0.11689560562478661,0,0.0
Training,0.430713165032459,0,0.0
Training,0.4175967872921654,1,1.0
Training,0.14543194918107952,0,0.0
Training,-0.4939914656582189,1,1.0
Training,-0.7628772093342314,1,1.0
Training,2.1735518572739316,1,1.0
Training,0.1290364770057131,0,0.0
Training,-0.48087508791792544,1,1.0
Training,-0.046395075270709935,1,1.0
Training,-0.9842160837016809,0,0.0
Training,-0.905517817259921,0,0.0
Training,-0.08410466127405312,1,1.0
Training,-0.08902330292666319,1,1.0
Training,-0.03491824474795325,1,1.0
Training,-0.39561863260601915,0,0.0
Training,0.5602373952178553,1,1.0
Training,2.6375437198368066,0,0.0
Training,-0.025080961442733134,0,0.0
Training,-0.259536213550476,0,0.0
Training,-0.010325036484903313,1,1.0
Training,-0.687458037327545,0,0.0
Training,-0.3070830828590393,0,0.0
Training,0.15526923248629962,0,0.0
Training,-0.6218761486260784,1,1.0
Training,-0.5169451267037319,0,0.0
Training,-0.6054806764507119,1,1.0
Training,-1.0793098223188073,0,0.0
Training,-0.9022387228248478,0,0.0
Training,0.6422147560946884,0,0.0
Training,-0.29560625233628246,0,0.0
Training,-0.8563314007338212,0,0.0
Training,-0.20707070258930282,1,1.0
Training,0.289712104324306,1,1.0
Training,-0.6727021123697151,1,1.0
Training,-0.44644459634965555,0,0.0
Training,0.3339798791977958,1,1.0
Training,-0.6972953206327649,1,1.0
Training,0.07329187160946661,0,0.0
Training,-0.5382592405317087,1,1.0
Training,-0.37266497156050576,0,0.0
Training,-0.8858432506494811,1,1.0
Training,0.21921157397022933,1,1.0
Training,-0.45136323800226563,1,1.0
Training,0.7537039668871813,0,0.0
Training,0.4339922594675321,0,0.0
Training,-0.1677215693684229,1,1.0
Training,-0.5415383349667818,0,0.0
Training,-0.38086270764818914,0,0.0
Training,0.8160067611535745,1,1.0
Training,-0.5661315432298317,0,0.0
Training,-0.21362889145944944,1,1.0
Training,2.3047156346768642,1,1.0
Training,0.24544432945081585,1,1.0
Training,0.34873580415562566,1,1.0
Training,-0.653027545759275,0,0.0
Training,0.0864082493497597,1,1.0
Training,-0.45136323800226563,1,1.0
Training,-0.34315312164484596,1,1.0
Training,-0.6563066401943484,0,0.0
Training,0.5913887923510516,1,1.0
Training,1.3504991540705265,1,1.0
Training,-0.303803988423966,1,1.0
Training,0.49957414816899876,1,1.0
Training,1.5865939533958062,1,1.0
Training,-0.2037916081542295,1,1.0
Training,-0.018522772572586856,1,1.0
Training,0.6504124921823712,0,0.0
Training,-0.6694230179346418,1,1.0
Training,-0.17427975823856967,1,1.0
Training,-0.7628772093342314,0,0.0
Training,-0.19067523041393641,0,0.0
Training,-0.969460158743851,1,1.0
Training,0.21429293231761926,0,0.0
Training,-0.9940533670069011,1,1.0
Training,4.903397974472474,1,1.0
Training,-0.6792603012398617,0,0.0
Training,0.3979222206817255,1,1.0
Training,0.014268171778146625,1,1.0
Training,-0.4120141047813859,0,0.0
Training,-0.6727021123697151,1,1.0
Training,-0.6218761486260784,1,1.0
Training,2.078458118656805,0,0.0
Training,-0.8448545702110645,1,1.0
Training,-0.5185846739212688,0,0.0
Training,-0.6710625651521783,1,1.0
Training,0.34053806806794246,1,1.0
Training,-0.8055054369901847,1,1.0
Training,2.2096218960597374,1,1.0
Training,-0.18247749432625288,0,0.0
Training,-0.36118814103774904,1,1.0
Training,-0.5431778821843187,0,0.0
Training,-0.14804700275798283,1,1.0
Training,-0.6563066401943484,1,1.0
Training,-0.3775836132131158,0,0.0
Training,-0.38086270764818914,1,1.0
Training,0.3930035790291155,1,1.0
Training,-0.6759812068047883,1,1.0
Training,-0.5317010516615621,1,1.0
Training,0.02082636064829325,0,0.0
Training,0.07493141882700301,0,0.0
Training,-0.10377922788449317,1,1.0
Training,-0.3939790853884822,0,0.0
Training,-0.7186094344607415,0,0.0
Training,-0.6218761486260784,1,1.0
Training,-0.12837243614754312,0,0.0
Training,0.8520767999393811,0,0.0
Training,-0.15296564441059304,1,1.0
Training,-0.14804700275798283,1,1.0
Training,3.322874456767132,1,1.0
Training,0.6127029061790283,1,1.0
Training,1.2455681321481802,1,1.0
Training,-0.48251463513546217,0,0.0
Training,0.19953700735978944,1,1.0
Training,-0.6087597708857851,1,1.0
Training,-0.007045942049829999,1,1.0
Training,-0.025080961442733134,1,1.0
Training,-0.23494300528742607,1,1.0
Training,-0.49235191844068193,0,0.0
Training,-0.7759935870745248,0,0.0
Training,-0.6972953206327649,0,0.0
Training,0.07329187160946661,1,1.0
Training,-0.6563066401943484,1,1.0
Training,1.7226763724513492,1,1.0
Training,2.3801348066835497,1,1.0
Training,-0.6399111680189817,0,0.0
Training,-0.969460158743851,1,1.0
Training,-0.3415135744273092,1,1.0
Training,0.08148960769714982,1,1.0
Training,-0.30216444120642927,0,0.0
Training,0.010989077343073313,1,1.0
Training,0.5094114314742185,1,1.0
Training,-0.7694353982043781,1,1.0
Training,0.424154976162312,0,0.0
Training,-0.4841541823529988,0,0.0
Training,3.1769547544063688,1,1.0
Training,-0.42021184086906904,1,1.0
Training,0.11264100483034638,0,0.0
Training,-0.03491824474795325,1,1.0
Training,-0.3201994605993324,1,1.0
Training,0.009349530125536569,1,1.0
Training,-0.5054682961809754,1,1.0
Training,-0.04475552805317319,0,0.0
Training,-0.6267947902786885,1,1.0
Training,-0.2447802885926462,1,1.0
Training,0.22576976284037595,1,1.0
Training,-0.34479266886238236,1,1.0
Training,-0.6284343374962251,1,1.0
Training,-0.3169203661642592,1,1.0
Training,-0.07426737796883301,1,1.0
Training,-0.3595485938202125,0,0.0
Training,0.04050092725873313,1,1.0
Training,1.6570944837498822,0,0.0
Training,-0.40217682147616574,1,1.0
Training,-0.2775712329433793,1,1.0
Training,-0.4874332767880721,0,0.0
Training,-0.02999960309534337,1,1.0
Training,0.20609519622993608,1,1.0
Training,0.312665765369819,0,0.0
Training,0.089687343784833,0,0.0
Training,0.45366682607797165,1,1.0
Training,0.42743407059738514,1,1.0
Training,-0.3201994605993324,0,0.0
Training,-0.7268071705484249,1,1.0
Training,0.2847934626716959,0,0.0
Training,-0.09066285014419975,1,1.0
Training,-0.25625711911540267,1,1.0
Training,-0.9333901199580444,1,1.0
Training,-0.9186341950002143,1,1.0
Training,-0.49235191844068193,1,1.0
Training,-0.32839719668701595,1,1.0
Training,-0.4054559159112391,1,1.0
Training,-0.3300367439045525,0,0.0
Training,-0.22346617476466957,0,0.0
Training,-0.6136784125383953,1,1.0
Training,-0.30872263007657585,0,0.0
Training,0.09132689100236975,0,0.0
Training,-0.20215206093669294,1,1.0
Training,0.3388985208504059,1,1.0
Training,1.401325117814163,0,0.0
Training,-0.28412942181352596,1,1.0
Training,-0.8546918535162846,1,1.0
Training,0.730750305841668,0,0.0
Training,-1.1284962388449071,1,1.0
Training,2.893313085772526,1,1.0
Training,0.40775950398694566,1,1.0
Training,-0.9415878560457276,0,0.0
Training,-0.8579709479513579,1,1.0
Training,0.058535946651636445,1,1.0
Training,3.237618001455225,1,1.0
Training,-0.702213962285375,0,0.0
Training,-0.7825517759446714,1,1.0
Training,-0.6054806764507119,1,1.0
Training,-0.07098828353375987,0,0.0
Training,-0.10541877510202975,0,0.0
Training,-0.1923147776314728,1,1.0
Training,0.1831415351844227,1,1.0
Training,0.3290612375451854,1,1.0
Training,0.39628267346418894,0,0.0
Training,-0.7415630955062549,0,0.0
Training,3.3655026844230846,0,0.0
Training,-0.5169451267037319,1,1.0
Training,0.43727135390260563,1,1.0
Training,-0.39561863260601915,0,0.0
Training,0.0864082493497597,0,0.0
Training,0.10280372152512626,1,1.0
Training,-0.03819733918302656,0,0.0
Training,-0.6218761486260784,1,1.0
Training,-0.21526843867698636,1,1.0
Training,-1.1088216722344673,1,1.0
Training,0.01754726621321994,1,1.0
Training,0.8537163471569177,1,1.0
Training,5.600205541925557,0,0.0
Training,-0.09394194457927306,1,1.0
Training,-1.2153922413743503,0,0.0
Training,-0.6366320735839085,0,0.0
Training,0.3930035790291155,0,0.0
Training,1.2898359070216696,0,0.0
Training,-0.09722103901434656,1,1.0
Training,-0.3152808189467225,0,0.0
Training,-0.1677215693684229,1,1.0
Training,0.04050092725873313,1,1.0
Training,-0.06443009466361324,1,1.0
Training,-0.8005867953375746,0,0.0
Training,0.9274959719460675,0,0.0
Training,-0.10377922788449317,0,0.0
Training,-0.3169203661642592,1,1.0
Training,-0.09066285014419975,0,0.0
Training,-0.4562818796548755,1,1.0
Training,0.27331663214893925,1,1.0
Training,-0.32839719668701595,0,0.0
Training,-1.0842284639714173,0,0.0
Training,-0.7038535095029116,1,1.0
Training,-0.4710378046127055,1,1.0
Training,-0.7366444538536449,1,1.0
Training,0.8651931776796743,1,1.0
Training,-0.07426737796883301,1,1.0
Training,0.5422023758249517,1,1.0
Training,0.14543194918107952,1,1.0
Training,0.25856070719110946,1,1.0
Training,-0.06443009466361324,1,1.0
Training,0.09132689100236975,0,0.0
Training,-0.4857937295705357,1,1.0
Training,-0.5792479209701252,1,1.0
Training,-0.07262783075129661,0,0.0
Training,-0.4579214268724123,0,0.0
Training,-0.133291077800153,0,0.0
Training,1.0848925048295872,0,0.0
Training,-0.8596104951688947,1,1.0
Training,1.0389851827385606,0,0.0
Training,0.2880725571067691,1,1.0
Training,-0.5726897320999785,1,1.0
Training,-0.37266497156050576,0,0.0
Training,-0.1300119833650797,0,0.0
Training,-0.5071078433985121,1,1.0
Training,-0.7399235482887182,1,1.0
Training,-0.31036217729411264,1,1.0
Training,-0.259536213550476,0,0.0
Training,-0.7317258122010348,1,1.0
Training,-0.362827688255286,0,0.0
Training,0.5553187535652453,1,1.0
Training,-0.38086270764818914,0,0.0
Training,-0.692376678980155,1,1.0
Training,-0.3939790853884822,0,0.0
Training,0.09624553265497963,1,1.0
Training,-0.49891010731082874,1,1.0
Training,-0.9874951781367542,0,0.0
Training,-0.8055054369901847,0,0.0
Training,-0.29068761068367255,1,1.0
Training,-0.41857229365153215,1,1.0
Training,1.4931397619962161,0,0.0
Training,0.4651436566007287,1,1.0
Training,-0.5579338071421486,1,1.0
Training,-0.34971131051499255,1,1.0
Training,-0.15952383328073969,1,1.0
Training,-0.010325036484903313,0,0.0
Training,-0.21526843867698636,0,0.0
Training,0.20445564901239952,1,1.0
Training,-0.33167629112208924,0,0.0
Training,-0.19395432484900957,0,0.0
Training,0.34053806806794246,1,1.0
Training,-0.49891010731082874,1,1.0
Training,-0.6661439234995684,0,0.0
Training,-0.551375618272002,1,1.0
Training,-0.34971131051499255,1,1.0
Training,0.24544432945081585,1,1.0
Training,-0.5940038459279552,1,1.0
Training,-0.23658255250496282,0,0.0
Training,-0.20051251371915618,1,1.0
Training,-0.8268195508181613,1,1.0
Training,-0.41365365199892223,0,0.0
Training,-0.07098828353375987,0,0.0
Training,-0.6563066401943484,1,1.0
Training,0.2749561793664758,0,0.0
Training,-0.4349677658268989,1,1.0
Training,0.004430888472926686,1,1.0
Training,-0.4857937295705357,1,1.0
Training,-0.20543115537176623,1,1.0
Training,0.14543194918107952,1,1.0
Training,-0.38414180208326243,0,0.0
Training,-0.14312836110537294,0,0.0
Training,0.15199013805122613,1,1.0
Training,0.4782600343410216,0,0.0
Training,-0.7579585676816215,1,1.0
Training,1.9177824913382122,1,1.0
Training,-0.5202242211388054,1,1.0
Training,-0.5530151654895387,0,0.0
Training,-0.3201994605993324,0,0.0
Training,-0.5726897320999785,1,1.0
Training,-0.46447961574255886,0,0.0
Training,0.2536420655384994,0,0.0
Training,-0.7382840010711815,0,0.0
Training,-0.3710254243429692,1,1.0
Training,-0.3333158383396258,1,1.0
Training,-0.6546670929768118,1,1.0
Training,-0.526782410008952,0,0.0
Training,-0.34643221607991925,1,1.0
Training,-0.07590692518636993,0,0.0
Training,-0.3923395381709458,1,1.0
Training,-0.1250933417124698,0,0.0
Training,0.9635660107318741,0,0.0
Training,-0.41857229365153215,0,0.0
Training,-0.969460158743851,1,1.0
Training,0.00607043569046308,1,1.0
Training,0.4700622982533388,0,0.0
Training,-0.1250933417124698,1,1.0
Training,-0.5858061098402718,1,1.0
Training,0.46350410938319214,1,1.0
Training,-0.4890728240056088,0,0.0
Training,-0.12017470005985975,1,1.0
Training,0.02246590786582982,1,1.0
Training,0.9406123496863608,1,1.0
Training,0.8832281970725776,1,1.0
Training,-0.16116338049827625,1,1.0
Training,-0.8973200811722378,0,0.0
Training,-0.09886058623188294,0,0.0
Training,-0.3251181022519426,1,1.0
Training,0.7930531001080611,0,0.0
Training,-0.07262783075129661,0,0.0
Training,-0.43988640747950897,1,1.0
Training,-0.49071237122314554,1,1.0
Training,-0.8022263425551114,1,1.0
Training,-0.5530151654895387,0,0.0
Training,0.03066364395351302,1,1.0
Training,-0.5497360710544654,1,1.0
Training,0.21101383788254613,0,0.0
Training,-0.6956557734152282,1,1.0
Training,-0.5202242211388054,1,1.0
Training,-0.8661686840390412,0,0.0
Training,0.00607043569046308,1,1.0
Training,0.9504496329915808,0,0.0
Training,1.876793810899795,0,0.0
Training,0.5290859980846587,1,1.0
Training,-0.46447961574255886,0,0.0
Training,-0.6972953206327649,0,0.0
Training,-0.4038163686937023,1,1.0
Training,-0.2857689690310627,1,1.0
Training,0.706157097578618,1,1.0
Training,-0.18411704154378963,1,1.0
Training,-0.34643221607991925,1,1.0
Training,-0.1300119833650797,1,1.0
Training,0.007709982907999999,1,1.0
Training,-0.20215206093669294,1,1.0
Training,-0.26117576076801274,1,1.0
Training,-0.1857565887613262,0,0.0
Training,-0.274292138508306,1,1.0
Training,0.2880725571067691,1,1.0
Training,-0.42021184086906904,0,0.0
Training,0.6290983783543951,1,1.0
Training,0.7438666835819612,0,0.0
Training,-0.692376678980155,1,1.0
Training,-0.6448298096715919,0,0.0
Training,-0.6284343374962251,1,1.0
Training,-0.5890852042753453,0,0.0
Training,0.29627029319445264,1,1.0
Training,-0.5448174294018553,0,0.0
Training,-0.20871024980683955,0,0.0
Training,-0.653027545759275,1,1.0
Training,-0.3825022548657257,1,1.0
Training,0.019186813430756507,1,1.0
Training,-0.41037455756384894,1,1.0
Training,-0.14312836110537294,1,1.0
Training,0.025745002300903135,0,0.0
Training,-0.7628772093342314,1,1.0
Training,-0.6300738847137618,0,0.0
Training,-0.5808874681876619,1,1.0
Training,-0.008685489267366743,1,1.0
Training,-0.4710378046127055,1,1.0
Training,-0.5284219572264888,1,1.0
Training,0.056896399434099874,1,1.0
Training,3.7376799028039076,1,1.0
Training,1.2931150014567434,1,1.0
Training,-0.013604130919976625,0,0.0
Training,-0.6481089041066651,1,1.0
Training,0.4913764120813152,0,0.0
Training,-0.7727144926394515,0,0.0
Training,-0.5858061098402718,1,1.0
Training,-0.7005744150678384,1,1.0
Training,-0.36118814103774904,0,0.0
Training,0.424154976162312,1,1.0
Training,0.4421899955552153,0,0.0
Training,-0.09230239736173668,1,1.0
Training,-0.3251181022519426,1,1.0
Training,-0.08738375570912645,1,1.0
Training,-0.026720508660270054,0,0.0
Training,1.3078709264145731,1,1.0
Training,-0.5579338071421486,1,1.0
Training,-0.39889772704109244,1,1.0
Training,0.25036297110342587,0,0.0
Training,1.1029275242224905,0,0.0
Training,0.906181858118091,1,1.0
Training,-0.5169451267037319,1,1.0
Training,0.17002515744412944,0,0.0
Training,0.17986244074934957,1,1.0
Training,-0.5808874681876619,1,1.0
Training,-0.4382468602619722,1,1.0
Training,-0.7382840010711815,0,0.0
Training,3.5278178589592146,1,1.0
Training,-0.5136660322686587,1,1.0
Training,-0.5612129015772219,0,0.0
Training,0.16346696857398282,0,0.0
Training,-0.3333158383396258,0,0.0
Training,-0.5284219572264888,0,0.0
Training,-0.11361651118971312,1,1.0
Training,-0.30216444120642927,1,1.0
Training,0.4520272788604351,1,1.0
Training,-0.42840957695675225,0,0.0
Training,-0.27593168572584276,1,1.0
Training,-0.42840957695675225,1,1.0
Training,-0.6628648290644952,1,1.0
Training,-0.41857229365153215,0,0.0
Training,-0.7956681536849646,0,0.0
Training,-1.1498103526728838,1,1.0
Training,0.430713165032459,1,1.0
Training,-0.6546670929768118,1,1.0
Training,-0.08902330292666319,0,0.0
Training,-0.1218142472773965,1,1.0
Training,-0.5317010516615621,0,0.0
Training,-0.1923147776314728,1,1.0
Training,-0.6054806764507119,0,0.0
Training,-0.12673288893000637,1,1.0
Training,0.3569335402433092,1,1.0
Training,-0.6038411292331751,1,1.0
Training,0.17330425187920293,1,1.0
Training,2.2555292181507642,0,0.0
Training,-0.9874951781367542,0,0.0
Training,-0.13493062501768974,0,0.0
Training,0.2421652350157427,0,0.0
Training,0.2421652350157427,1,1.0
Training,-0.6727021123697151,1,1.0
Training,-0.4562818796548755,0,0.0
Training,-0.687458037327545,1,1.0
Training,-0.1857565887613262,1,1.0
Training,0.32250304867503915,1,1.0
Training,2.23257555710525,1,1.0
Training,-0.0037668476147566855,0,0.0
Training,0.24052568779820613,1,1.0
Training,1.0488224660437806,1,1.0
Training,-1.29900914946872,0,0.0
Training,0.06673368273931982,1,1.0
Training,-0.5251428627914154,1,1.0
Training,-0.415293199216459,0,0.0
Training,-0.6153179597559318,1,1.0
Training,-0.39069999095340907,1,1.0
Training,-0.6481089041066651,1,1.0
Training,2.152237743445955,1,1.0
Training,0.8832281970725776,0,0.0
Training,-0.6366320735839085,0,0.0
Training,-0.33167629112208924,1,1.0
Training,-0.5398987877492455,0,0.0
Training,0.007709982907999999,1,1.0
Training,-0.5317010516615621,1,1.0
Training,2.4506353370376273,1,1.0
Training,-0.0775464724039065,1,1.0
Training,0.5143300731268285,1,1.0
Training,0.12083874091802957,1,1.0
Training,-0.162802927715813,1,1.0
Training,-0.8940409867371644,0,0.0
Training,-0.6267947902786885,1,1.0
Training,-0.5136660322686587,1,1.0
Training,-0.7563190204640848,0,0.0
Training,-0.0004877531796831973,1,1.0
Training,-0.04147643361809988,1,1.0
Training,-0.054592811358393306,1,1.0
Training,-0.9317505727405077,1,1.0
Training,0.12083874091802957,1,1.0
Training,1.9751666439519948,1,1.0
Training,-0.6399111680189817,0,0.0
Training,-0.17591930545610626,1,1.0
Training,-0.08410466127405312,1,1.0
Training,0.09952462709005296,1,1.0
Training,0.5110509786917554,0,0.0
Training,-0.4857937295705357,1,1.0
Training,-0.6841789428924716,1,1.0
Training,-0.1218142472773965,1,1.0
Training,-0.13493062501768974,1,1.0
Training,0.22576976284037595,1,1.0
Training,-0.13984926667029962,1,1.0
Training,-0.1513260971930563,1,1.0
Training,-0.8973200811722378,0,0.0
Training,0.07657096604453975,1,1.0
Training,-0.6235156958436152,0,0.0
Training,1.0652179382191473,1,1.0
Training,-0.1250933417124698,0,0.0
Training,-0.6382716208014452,1,1.0
Training,-0.6546670929768118,1,1.0
Training,-0.6907371317626183,1,1.0
Training,0.40775950398694566,0,0.0
Training,-0.30544353564150256,1,1.0
Training,0.04541956891134319,0,0.0
Training,0.5143300731268285,0,0.0
Training,-0.8284590980356981,0,0.0
Training,0.20445564901239952,0,0.0
Training,-0.05131371692331999,1,1.0
Training,1.4177205899895298,1,1.0
Training,0.12575738257063962,1,1.0
Training,1.4357556093824326,0,0.0
Training,0.01754726621321994,0,0.0
Training,0.10280372152512626,0,0.0
Training,-0.5366196933141719,1,1.0
Training,0.21101383788254613,1,1.0
Training,-0.46939825739516894,1,1.0
Training,0.17002515744412944,1,1.0
Training,-0.9547042337860209,0,0.0
Training,-0.8497732118636745,0,0.0
Training,0.6405752088771514,1,1.0
Training,-0.7202489816782782,1,1.0
Training,-0.5038287489634388,1,1.0
Training,-0.5644919960122954,1,1.0
Training,-0.5284219572264888,1,1.0
Training,0.03886138004119656,1,1.0
Training,-0.5202242211388054,0,0.0
Training,-0.16116338049827625,0,0.0
Training,4.1032989323145825,1,1.0
Training,-0.45956097408994884,1,1.0
Training,-0.22510572198220613,0,0.0
Training,-0.30872263007657585,0,0.0
Training,-0.7530399260290115,1,1.0
Training,2.5817991144405603,1,1.0
Training,-0.4366073130444358,1,1.0
Training,0.4044804095518718,1,1.0
Training,0.019186813430756507,1,1.0
Training,-0.6890975845450816,0,0.0
Training,0.02738454951843988,1,1.0
Training,-0.0775464724039065,1,1.0
Training,0.13395511865832282,1,1.0
Training,-0.7432026427237914,1,1.0
Training,0.6028656228738085,1,1.0
Training,-0.9858556309192175,1,1.0
Training,0.5602373952178553,1,1.0
Training,1.7636650528897655,0,0.0
Training,0.5192487147794387,0,0.0
Training,-0.29724579955381936,0,0.0
Training,-0.5858061098402718,1,1.0
Training,0.042140474476269875,0,0.0
Training,-0.5317010516615621,0,0.0
Training,0.507771884256682,1,1.0
Training,-0.14640745554044643,1,1.0
Training,-0.7825517759446714,1,1.0
Training,-0.6776207540223249,1,1.0
Training,0.19461836570717939,1,1.0
Training,-0.12673288893000637,1,1.0
Training,-0.043115980835636794,0,0.0
Training,7.777524246814242,1,1.0
Training,-0.33987402720977244,1,1.0
Training,-0.9137155533476043,1,1.0
Training,0.419236334509702,1,1.0
Training,-0.5415383349667818,0,0.0
Training,0.8619140832446008,0,0.0
Training,-0.162802927715813,1,1.0
Training,0.7176339281013747,1,1.0
Training,-0.798947248120038,0,0.0
Training,-0.6136784125383953,1,1.0
Training,-0.15460519162812963,1,1.0
Training,-0.6120388653208585,0,0.0
Training,-0.6858184901100083,1,1.0
Training,-0.5071078433985121,1,1.0
Training,2.9752904466493595,1,1.0
Training,0.0634545883042465,0,0.0
Training,-0.33659493277469915,0,0.0
Training,-0.031639150312879935,1,1.0
Training,1.0865320520471238,1,1.0
Training,3.4146891009491847,0,0.0
Training,1.8571192442893556,1,1.0
Training,-0.6415507152365185,1,1.0
Training,-0.46775871017763204,0,0.0
Training,-0.8792850617793345,0,0.0
Training,-0.7448421899413281,1,1.0
Training,-0.4792355407003889,1,1.0
Training,3.2654903041533476,1,1.0
Training,-0.7071326039379849,0,0.0
Training,-1.0743911806661974,0,0.0
Training,1.0881715992646603,1,1.0
Training,-0.6940162261976917,1,1.0
Training,-0.46120052130748573,1,1.0
Training,-0.6972953206327649,0,0.0
Training,1.7751418834125223,0,0.0
Training,0.15199013805122613,0,0.0
Training,4.0459147797008,0,0.0
Training,-0.07426737796883301,0,0.0
Training,-0.3120017245116492,0,0.0
Training,0.9635660107318741,1,1.0
Training,1.1898235267519333,0,0.0
Training,0.34873580415562566,0,0.0
Training,-0.6284343374962251,0,0.0
Training,-0.6317134319312984,1,1.0
Training,-0.5235033155738787,1,1.0
Training,-0.6776207540223249,0,0.0
Training,-0.5858061098402718,0,0.0
Training,-0.5202242211388054,1,1.0
Training,-0.5907247514928818,1,1.0
Training,3.185152490494052,0,0.0
Training,0.5208882619969752,1,1.0
Training,0.7996112889782081,0,0.0
Training,-0.6415507152365185,0,0.0
Training,-0.4234909353041424,1,1.0
Training,-0.2677339496381594,0,0.0
Training,-0.4333282186093623,0,0.0
Training,2.8719989719445485,1,1.0
Training,-0.6694230179346418,1,1.0
Training,0.4569459205130455,1,1.0
Training,-0.9809369892666076,1,1.0
Training,2.3801348066835497,1,1.0
Training,-0.5792479209701252,1,1.0
Training,0.38152674850635915,1,1.0
Training,1.1226020908329304,0,0.0
Training,-0.5349801460966356,0,0.0
Training,-0.46120052130748573,0,0.0
Training,0.09460598543744307,1,1.0
Training,0.7340294002767415,0,0.0
Training,-0.6858184901100083,1,1.0
Training,0.05197775778148982,1,1.0
Training,-0.1923147776314728,0,0.0
Training,-0.3005248939888927,1,1.0
Training,-0.430049124174289,0,0.0
Training,-0.6005620347981018,1,1.0
Training,-0.36118814103774904,1,1.0
Training,0.03722183282365982,0,0.0
Training,0.37660810685374907,0,0.0
Training,1.6226639921816122,1,1.0
Training,-0.5628524487947586,1,1.0
Training,-0.4857937295705357,0,0.0
Training,0.1601878741389097,0,0.0
Training,-0.46120052130748573,0,0.0
Training,-0.4579214268724123,0,0.0
Training,0.17986244074934957,1,1.0
Training,-0.23002436363481618,0,0.0
Training,-0.7759935870745248,0,0.0
Training,-0.1677215693684229,1,1.0
Training,0.29954938762952577,0,0.0
Training,1.737432297409179,1,1.0
Training,-0.682539395674935,0,0.0
Training,-0.046395075270709935,1,1.0
Training,-0.4234909353041424,0,0.0
Training,2.2096218960597374,1,1.0
Training,0.38152674850635915,0,0.0
Training,-0.13493062501768974,1,1.0
Training,-0.3923395381709458,0,0.0
Training,-0.5940038459279552,0,0.0
Training,0.424154976162312,1,1.0
Training,-0.3201994605993324,1,1.0
Training,-0.2333034580698895,1,1.0
Training,-0.12673288893000637,0,0.0
Training,0.20281610179486292,1,1.0
Training,-0.3267576494694792,0,0.0
Training,0.42251542894477545,1,1.0
Training,-0.6743416595872517,1,1.0
Training,-0.4120141047813859,1,1.0
Training,-0.6415507152365185,0,0.0
Training,-0.18247749432625288,0,0.0
Training,-0.018522772572586856,1,1.0
Training,0.0027913412553899415,1,1.0
Training,1.6685713142726388,0,0.0
Training,-0.7136907928081315,1,1.0
Training,-0.38742089651833594,0,0.0
Training,0.6668079643577383,0,0.0
Training,-0.7268071705484249,0,0.0
Training,2.248971029280618,0,0.0
Training,-0.09230239736173668,1,1.0
Training,-0.8612500423864312,1,1.0
Training,0.5504001119126348,1,1.0
Training,-0.7186094344607415,0,0.0
Training,-0.667783470717105,1,1.0
Training,0.058535946651636445,1,1.0
Training,-0.5759688265350519,1,1.0
Training,-0.03819733918302656,1,1.0
Training,-0.27593168572584276,0,0.0
Training,-0.22346617476466957,0,0.0
Training,2.6621369280998564,1,1.0
Training,1.9390966051661882,0,0.0
Training,-0.008685489267366743,1,1.0
Training,0.014268171778146625,1,1.0
Training,-0.7186094344607415,0,0.0
Training,0.17330425187920293,0,0.0
Training,-0.27593168572584276,0,0.0
Training,2.5293336034793867,0,0.0
Training,-0.15624473884566636,0,0.0
Training,2.075179024221732,0,0.0
Training,-0.39561863260601915,1,1.0
Training,0.24052568779820613,1,1.0
Training,1.3127895680671828,1,1.0
Training,1.7079204474935195,1,1.0
Training,-0.15952383328073969,1,1.0
Training,0.23724659336313264,0,0.0
Training,-0.5940038459279552,0,0.0
